item_qid,label_zh,label_kk,label_en,description_zh,description_kk,description_en
Q3321843,加德納山,,Mount Gardner,,,"mountain in Ellsworth Land, Antarctica"
Q609836,葡萄牙殖民地戰爭,,Portuguese Colonial War,,,1961–1974 armed conflicts in Africa between Portugal and independence movements
Q11383295,佐渡川準,,Jun Sadogawa,,,Japanese writer
Q15927691,河北农业大学现代科技学院,,,,,
Q15941933,甘丹康萨,,,,,
Q15924031,色瓦龙寺,,,,,building in China
Q15933919,日多寺,,,,,building in China
Q270699,淤泥,ұйық,silt,,,classification of soil or sediment
Q15915177,艾旺寺,,,,,building in China
Q6921356,胡爾沙根山,,Mount Hulshagen,,,"mountain in Queen Maud Land, Antarctica"
Q5312305,杜費克山,,Dufek Massif,,,Massif in Antarctica
Q1414689,外接球,,circumscribed sphere,,,sphere that contains a polyhedron and touches each of the vertices thereof
Q15942986,雪那贡巴,,,,,building in China
Q489446,愛川由衣,,Yui Aikawa,,,Japanese AV idol
Q2762564,艾哈邁德·愛敏,,Ahmad Amin,,,Egyptian historian and writer
Q828130,訊息傳遞,,signal transduction,,,cellular process in which a signal is conveyed to trigger a change in the activity or state of a cell
Q7424234,薩爾科法根山,,Sarkofagen Mountain,,,"mountain in Queen Maud Land, Antarctica"
Q6412627,亞馬遜河川脂鯉,,Potamorhina altamazonica,,,species of fish
Q4871272,臨津江之戰 (1592年),,Battle of Imjin River,,,Battle of the 1592 Japanse invasion of Korea
Q392526,1987–88年歐洲冠軍盃,Еуропа чемпиондары кубогы 1987/88,1987–88 European Cup,,,33rd season of the UEFA club football tournament
Q7071409,諾萊加嶺,,Nålegga Ridge,,,"Ridge of Queen Maud Land, Antarctica"
Q15898940,田成玉,,Tian Chengyu,,,"person, CBDB ID = 367817"
Q11505487,日月山,,Riyue Mountain,,,"mountain of Qinghai province, where after legends, Princess Wencheng had lost magical mirror"
Q7630791,速霸陸EA族引擎,,Subaru EA engine,,,motor vehicle engine
Q3446033,斯瓦塔馬倫山,,Svarthamaren Mountain,,,"mountain in Queen Maud Land, Antarctica"
Q5597534,蚱蜢火箭,,Grasshopper,,,"vertical takeoff, vertical landing demonstration vehicle developed by SpaceX of the United States"
Q48881045,黃柏文,,,,,
Q6404127,基琴賽德冰川,,Kichenside Glacier,,,glacier in Antarctica
Q7821857,東尼·巴提斯塔,,Tony Batista,,,baseball player
Q14931949,南華足球隊2013/14賽季,,2013–14 South China AA season,,,season of football team
Q117633,卢拉赫,,Lulach,,,Scottish king (1030-1058)
Q681126,休眠 (電腦),,hibernation,,,computer suspend mode that dumps main memory to persistent storage and fully powers down
Q222131,美國足球協會,,United States Soccer Federation,美国足球管理机构,,official governing body of soccer in the United States of America
Q4873598,鮑滕峰,,Bautaen Peak,,,mountain in the Antarctic
Q7297066,羅森高原,,Rawson Plateau,,,"plateau in the Queen Maud Mountains, Antarctica"
Q11199196,FLAGS,,Flags,,,2011 single by T.M. Revolution
Q14943511,2010快乐男声,,Superboy 2010,,,
Q10383047,福来友吉,,Tomokichi Fukurai,,,Japanese psychologist
Q16076735,李承寀,,Li Chengcai,唐朝宗室郡王,,Tang dynasty person CBDB = 188908
Q3861001,怪物猎人4,,Monster Hunter 4,,,2013 video game
Q237087,弗雷德·瓦格斯,,Fred Vargas,法国历史学家、考古学家、作家,,"French writer, archaeologist and historian"
Q15939762,王偉民,,,,,
Q2094654,皮戈特半島,,Piggott Peninsula,,,Peninsula located in Antarctica
Q248620,拉赫蒂L-35手槍,,Lahti L-35,1935至1952年间在芬兰生产的手枪,,semi-automatic pistol
Q813655,貝克抑鬱量表,,Beck Depression Inventory,,,21-question multiple-choice self-report inventory
Q136270,肯普地,,Kemp Land,,,Australian Antarctic claim
Q731848,特拉諾瓦灣,,Terra Nova Bay,,,bay in Antarctica
Q15938184,史高域,,Josip Škorić,,,footballer
Q17028286,武深高速公路,,G0422 Wuhan–Shenzhen Expressway,中国高速公路,,"expressway in Hubei, Hunan and Guangdong provinces, China"
Q15903028,大同国,,,,,
Q4167744,暗戰2,,Running Out of Time 2,,,"2001 film by Law Wing-cheung, Johnnie To"
Q15905056,熟梨糕,,,,,
Q571011,安塔纳斯·梅尔基斯,,Antanas Merkys,,,Lithuanian politician (1887-1955)
Q487764,斯帕克角,,Spark Point,,,"Spark Point, also called as Canto Point"
Q488403,阿什角,,Ash Point,,,Point in Antartica
Q7752375,世上最有趣男人,,The Most Interesting Man in the World,,,advertising campaign for Dos Equis beer
Q6417986,基臣角,,Kitchen Point,,,
Q4962835,布雷茲尼克高地,,Breznik Heights,,,
Q4353324,威廉斯角,,Williams Point,,,
Q2877494,BS火焰之纹章 阿卡内亚战记,,BS Fire Emblem,,,1997 video game
Q2487322,牛津大學聖彼得學院,,St Peter's College,,,college of the University of Oxford
Q14955658,穆薩拉冰川,,Musala Glacier,,,glacier located in Antarctica
Q15936777,西藏王统记,,Clear Mirror on Royal Genealogy,有关西藏的史书,,
Q15901719,井廞,,Jing Xin,,,Qing dynasty politician
Q5102003,奇爾潘峰,,Chirpan Peak,,,"mountain in Livingston Island, South Shetland Islands, Antarctica"
Q1099304,安納岬,,Cape Anna,,,headland
Q141709,威爾米納灣,,Wilhelmina Bay,南极洲海湾,,bay in Graham Land (Antarctica)
Q15908668,現代人報,,,,,
Q5602591,格林冰川,,Green Glacier,,,"glacier in Oates Land, Antarctica"
Q7123709,帕德什嶺,,Padesh Ridge,,,
Q15043635,金邊國際航空,,Wat Phnom Airlines,,,
Q14914830,VVV BD001,,VVV BD001,,,star
Q3765005,神秘牙脂鯉,,Odontocharacidium aphanes,,,species of fish
Q745391,易三仓大学,,Assumption University,泰国大学,,"university in Bangkok, Thailand"
Q4811076,阿斯托爾島,,Astor Island,,,island in Antarctica
Q624491,洪命熹,,Hong Myong-hui,,,Korean novelist (1888-1968)
Q3492277,芝加哥南区,,South Side,,,"area of the city of Chicago, Illinois, USA"
Q11293392,女人30最犀利,,Over 30,,,
Q208256,狄俄墨德斯,,Diomedes,,,"hero son of Tydeus in Greek mythology, king of Argos"
Q2470722,提契诺号列车,,Ticino (train),,,
Q7159080,佩登崖,,Peden Cliffs,,,line of cliffs in Antarctica
Q6803164,米德群島,,Meade Islands,,,A group of island in Antarctica
Q1099547,胡克角,,Hooke Point,,,"Point in Graham Land, Antarctica"
Q312667,斯尔法纳斯·奥林匹欧,,Sylvanus Epiphanio Olympio,,,President of Togo (1902-1963)
Q11579801,白木優子,,Yūko Shiraki,,,Japanese AV idol
Q2604015,葉夫根諾夫角,,Cape Yevgenov,,,"Cape on Krylov Peninsula, Antarctica"
Q6919925,伯恩哈姆山,,Mount Burnham,,,mountain in Antarctica
Q15903644,顺序输送,,,,,
Q5620914,古斯拉峰,,Gusla Peak,,,
Q222749,演技,Актерлік өнер,acting,,,impersonation of a character in an artistic performance
Q295448,AMX-50重型坦克,,AMX-50,,,heavy tank
Q15930859,生脈飲,,shengmaiyin,中药配方,,traditional Chinese medical formula
Q2603778,莫斯曼半島,,Mossman Peninsula,,,
Q16908298,高楚元,,,,,
Q720650,巨變之後,,Aftermath,,,2010 documentary television series
Q3429867,特里內群島,,Tryne Islands,,,islands of Antarctica
Q1099527,比克頓角,,Cape Bickerton,,,headland
Q3374090,德庫維特角,,Cape Découverte,,,"island cape in Adélie Land, Antarctica"
Q15912836,南昌之屠,,,,,
Q15927596,賈永婕,,Chia Yeong-chieh,臺灣女藝人,,Taiwanese model
Q189638,食管憩室,,Zenker's diverticulum,,,medical condition
Q15903478,云南省博物馆列表,,,维基媒体列表条目,,Wikimedia list article
Q256789,卡倫·佛森,,Karin Fossum,,,Norwegian writer
Q15149232,Three Days,,Three Days,韓國電視連續劇,,2014 South Korean television series
Q5931173,休豪伊,,Hugh Howey,,,American fiction writer
Q529856,吴天明,,Wu Tianming,中国导演 (1939-2014),,Chinese film director and producer (1939-2014)
Q6727172,馬代嶺,,Madey Ridge,,,
Q15928353,張庭瑚,,Zhang Ting-hu,,,Taiwanese actor
Q6922007,曼特山,,Mount Manthe,,,"mountain in Ellsworth Land, Antarctica"
Q6807942,梅福德穹丘,,Mefford Knoll,,,
Q7269384,夸爾茲山,,Quartz Hills,,,mountain in Antarctica
Q17025698,朱鸿兴,,,苏州的中华老字号面馆,,
Q4968579,布里斯班高地,,Brisbane Heights,,,mountain in South Orkney Islands
Q2109136,安東尼·M·楊,,Anthony M. Young,,,Australian mycologist (1943- )
Q6066566,伊拉克利峰,,Irakli Peak,,,mountain in the Antarctic
Q15900207,般若學派,,,,,
Q15896086,2012直通春晚,,,,,
Q15926091,Say The Words,,Say The Words,,,album
Q16925476,沈翹楚,,Shen Qiaochu,,,politician
Q626752,漢弗萊營,,Camp Humphreys,,,United States Army garrison in South Korea
Q741878,早安越南,,"Good Morning, Vietnam",1987年美国电影,,1987 film by Barry Levinson
Q127876,巴特·葉爾曼,,Bart D. Ehrman,,,American biblical scholar (born 1955)
Q7836163,特勒弗斯山脈,,Traverse Mountains,,,mountain range in Antartica
Q466403,自由基引发剂,,radical initiator,,,substances that can produce radical species under mild conditions and promote radical reactions
Q5506557,弗賴冰川,,Fry Glacier,,,glacier in Antarctica
Q795389,雷神无人机,,Taranis,,,unmanned aerial vehicle
Q4388292,阿瑟·范登堡,,Arthur Vandenberg,,,American politician
Q420877,蛋白激酶C,,protein kinase C,,,family of enzymes
Q3274997,技术与继续教育学院,,Technical and Further Education,,,largest provider of vocational education and training in Australia
Q16179914,金哲雄,,Kim Cheol-woong,,,North Korean pianist in exile in South Korea
Q5638584,哈格曼峰,,Hageman Peak,,,"peak on Alexander Island, Antarctica"
Q3571072,薛素素,,Xue Susu,,,Chinese artist (1564-1650)
Q4630296,2015年世界越野錦標賽,,2015 IAAF World Cross Country Championships,,,international athletics championship event
Q5976674,印度陆军第1军,,I Corps,,,a strike corps of the Indian Army
Q16076383,沮渠奚念,,Juqu Xi'nian,,,
Q7999581,韋甘斯山,,Wiggans Hills,,,hill range in Antarctica
Q24070,約翰·劉易斯·蓋迪斯,,John Lewis Gaddis,,,American historian of the Cold War (b.1941)
Q1320058,老挝保护国,,French Protectorate of Laos,历史国家,,former country
Q15903574,2014超級巨星紅白藝能大賞,,,,,
Q20062159,甲申事变,,,维基媒体消歧义页,,Wikimedia disambiguation page
Q1259616,歷史緒論,Әл-Мұқаддима,Muqaddimah,,,book by Ibn Khaldun
Q4842156,贖罪之母主教座堂,,Baguio Cathedral,,,"Roman Catholic cathedral in Benguet, Philippines"
Q4770857,安特山,,Ant Hill,,,mountain in Antarctica
Q1472845,圣佩德罗堡,,Fort San Pedro,,,"Spanish-era military fortification in Cebu City, Philippines"
Q4161995,馬克斯韋爾灣,,Maxwell Bay,,,bay in Antarctica
Q4956595,布蘭道冰川,,Brandau Glacier,,,glacier in Antarctica
Q1605260,拉爾斯克里斯坦森海岸,,Lars Christensen Coast,,,coastal area in Antartica
Q15897973,陈景韩,,,,,
Q1099182,紹瑟德半島,,Southard Promontory,,,
Q15934335,苗栗市立圖書館,,Miaoli City Library,,,
Q7825222,托奎山,,Toqui Hill,,,
Q5370567,紧急广播系统,,Emergency Broadcast System,,,defunct emergency warning system used in the United States by television and radio stations between 1963 and 1997
Q5116593,徹奇冰川,,Church Glacier,,,glacier in Antarctica
Q15944324,苗栗縣立圖書館,,,臺灣圖書館,,library in Taiwan
Q3401753,刚果民主共和国总理,,Prime Minister of the Democratic Republic of the Congo,,,head of government of the Democratic Republic of the Congo
Q15924903,愛心 (公益節目),,,,,
Q2363192,生态水文学,,ecohydrology,,,interdisciplinary field studying the interactions between water and ecosystems
Q15889209,斗门大桥,,,,,
Q15902926,中华台北男子足球代表队东亚足球锦标赛外围赛及会内赛记录,,,,,
Q15927503,重慶市政府,,,,,
Q552264,手移植,,hand transplantation,,,surgical procedure to transplant a hand from one human to another
Q16076163,赫連社干,,Helian Shegan,,,
Q15903347,克莱门公寓,,Clements Apartments,,,"building in Clements Apartments, China"
Q16906342,盧慧琳,,,,,
Q423298,巴斯卡·基亞,,Pascal Quignard,,,French writer
Q6800135,麥坎斯冰川,,McCance Glacier,,,glacier in Antarctica
Q2331459,施洛斯巴赫角,,Cape Schlossbach,,,
Q454486,弗兰克·富里迪,,Frank Furedi,,,Hungarian sociologist
Q557614,麥維他,,McVitie's,英国食品公司,,British snack food brand
Q15909606,太原工业大学材料工程学院,,School of Material Engineering of Taiyuan University of Technology,,,
Q15114380,克卜勒61b,,Kepler-61b,,,extrasolar planet
Q3248569,哲學概念列表,,list of philosophical concepts,維基媒體列表條目,,Wikimedia list article
Q9393030,信安县,,,,,
Q2790093,華僑銀行大廈,,OCBC Centre,,,Office building in Singapore
Q15540782,朴敏雨,,Park Min-woo,,,South Korean actor
Q18653438,扎哈罗夫-库兹涅佐夫方程,,,,,
Q2328104,汤姆森效应,Томсон эффектісі,Thomson effect,,,the heating or cooling of a current-carrying conductor in a temperature gradient
Q6922093,麥克羅里山,,Mount McCrory,,,mountain in Antarctica
Q16888767,义容河,,,,,watercourse in People's Republic of China
Q10565800,集州,,Ji Zhou,,,
Q16907349,辛书华,,,,,
Q207495,葉狀體,,thallus,,,"in botany, a whole plant in the gametophytic phase that has a flat growth form and no distinct organs"
Q16908118,韩青梅,,Han Qingmei,中华人民共和国政治人物,,Chinese politician
Q871350,天主教利夫拉门图圣母城教区,,Roman Catholic Diocese of Livramento de Nossa Senhora,,,Catholic ecclesiastical territory in Brazil
Q17005654,乞伏審虔,,Qifu Shenqian,,,
Q15614432,袁御庫,,Yuen Yu Fu,,,
Q753391,奈加代,Накада қаласы,Naqada culture,,,archaeological culture of pre-dynastic Egypt
Q15913326,武则天 (话剧),,,,,
Q766945,斯德哥爾摩地鐵紅線,,Red Line,,,"metro line in Stockholm, Sweden"
Q17014662,中國人民解放軍出版社,,People's Liberation Army Publishing House,机构,,
Q7544042,智能流体,,Smart fluid,,,fluid whose properties (i.e. the viscosity) can be changed by applying an electric or magnetic field
Q15924755,戒痕,,,,,album by Monique Lin
Q4981152,布里斯峰,,Bryse Peaks,,,mountain in the Antarctic
Q731229,迈克·莱斯克,,Mike Lesk,,,American computer scientist
Q15931224,簡懿佳,,Chien Yi-chia,,,
Q5542708,奇異諾德脂鯉,,Knodus heteresthes,,,species of fish
Q1059987,阿卡奈人,,The Acharnians,阿里斯托芬创作的喜剧,,comedy  by Aristophanes
Q6819224,米勒克爾岩,,Mericle Rock,,,"nunatak in Victoria Land, Antarctica"
Q15941000,浮石烟村,,,,,
Q5508245,富勒穹,,Fuller Dome,,,"mountain in Ross Dependency, Antarctica"
Q4272881,提帮功王子,,Dipangkorn Rasmijoti of Thailand,,,Heir presumptive to the Monarchy of Thailand and son of Rama X
Q22079188,西平州,,,,,
Q795333,1947年BAA选秀,,1947 BAA Draft,,,basketball player selection
Q5856405,佩克光牙寶蓮魚,,Odontostilbe pequira,,,species of fish
Q19319226,羊毛战记,,Silo,,,series of novels by Hugh Howey
Q3791122,2014年冬季奧林匹克運動會跳台滑雪比賽,,ski jumping at the 2014 Winter Olympics,,,ski jumping events during the 2014 Olympic Winter Games
Q10822651,安沛機場,,Yên Bái Air Base,,,airport in Vietnam
Q2945286,冰立方冰壶中心,,Ice Cube Curling Center,,,"multi-purpose arena in Sochi, Russia"
Q1188325,紐卡索國際體育中心,,Newcastle International Sports Centre,,,"stadium in Newcastle, New South Wales"
Q6772767,馬爾冰山麓,,Marr Ice Piedmont,,,
Q15706596,塔克夫角,,Takev Point,,,rocky point forming the south extremity of Heros Peninsula
Q4732816,阿利森嶺,,Allison Ridge,,,
Q7652182,史文森嶺,,Svensson Ridge,,,
Q4856851,班納峰,,Banna Peak,,,mountain in Antarctica
Q31392,布拉迪斯拉發夸美紐斯大學,,Comenius University,斯洛伐克的大学,,"public university in Bratislava, Slovakia"
Q5002454,布徹嶺,,Butcher Ridge,,,ridge located in the Cook Mountains
Q7178267,彼得森嶺,,Peterson Ridge,,,"rock ridge in Queen Alexandra Range, Antarctica"
Q4256371,列文森,,Joseph R. Levenson,,,American historian (1920-1969)
Q15935233,林彪反党集团,,,,,
Q4947516,博斯峰,,Boss Peak,,,peak in Antarctica
Q3472326,雪橇运动中心,,Sliding Center Sanki,一个位于俄罗斯索契的雪橇场馆,,
Q15915375,李詠裳,,Li Yongshang,,,
Q7498126,希普頓嶺,,Shipton Ridge,,,
Q8341587,赫恩峰,,Hoehn Peak,,,"mountain in Victoria Land, Antarctica"
Q1099241,查普曼角,,Chapman Point,,,headland
Q15248872,馬歇爾嶺,,Marshall Ridge,,,
Q15427683,Very Merry Xmas,,Very Merry Xmas,,,2013 single by TVXQ
Q15204573,布倫托帕拉灣,,Brentopara Inlet,,,"body of water in Graham Land, Antarctica"
